Author,Title,Polish,English
Kwiat Jabłoni,Bylominelo,"Było, minęło
Było miło, minęło
Było miło, minęło, minęło
Było, minęło
Było miło, minęło
Było miło, minęło, minęło

Po trochu tracę fragment siebie
Za każdym razem kiedy jestem z Tobą razem
Padam z nóg

Mimo tylu wrażeń i wielkich marzeń
Mogę wiele z siebie dać
By odejść znów

Wiem, że słów na pewno mi zabraknie
Więc będzie łatwiej
Gdy mnie nie odnajdziesz
Tak będzie łatwiej
Więc odejdę stąd nad ranem, snem zostanę
Wiem, że będzie łatwiej
Będzie łatwiej
Będzie łatwiej, wiem

Po trochu zbieram w całość siebie
I już niе pytam Ciebie jak się czujesz
Mój świat wirujе

Mimo tylu nadziei wiem, że trzeba było to zmienić
Mogę dziś dać niemało
By tak zostało

Wiem, że słów na pewno mi zabraknie
Więc będzie łatwiej
Gdy mnie nie odnajdziesz
Tak będzie łatwiej
Więc odejdę stąd nad ranem, snem zostanę
Wiem, że będzie łatwiej
Będzie łatwiej
Będzie łatwiej, wiem

Było, minęło
Było miło, minęło
Było miło, minęło, minęło
Było, minęło
Było miło, minęło
Było miło, minęło, minęło
Było, minęło
Było miło, minęło
Było miło, minęło, minęło
Było, minęło
Było miło, minęło
Było miło, minęło, minęło

Wiem, że słów na pewno mi zabraknie
Więc będzie łatwiej
Gdy mnie nie odnajdziesz
Tak będzie łatwiej
Więc odejdę stąd nad ranem, snem zostanę
Wiem, że będzie łatwiej
Będzie łatwiej
Będzie łatwiej, wiem
Będzie łatwiej, wiem
Będzie łatwiej, wiem","It was, it’s gone
It was nice, it’s gone
It was nice, it’s gone
It’s gone, it was, it’s gone
It was nice, it’s gone
It was nice, it’s gone
It's gone…

Little by little, I’m losing a piece of myself
Every time
When I’m with you
I fall apart

Despite all the experiences and big dreams
I can give a lot of myself
To leave again

I know that words will surely fail me
So it will be easier when you can’t find me
It will be easier, so
I’ll leave here in the morning
I’ll remain in a dream
I know it will be easier
It will be easier
It will be easier, I know

Little by little, I gather myself together
And I no longer ask how you feel
My world is spinning
Despite so much hope
I know it had to change
I can give a lot today, so it stays that way

I know that words will surely fail me
So it will be easier when you can’t find me
It will be easier, so
I’ll leave here in the morning
I’ll remain in a dream
I know it will be easier
It will be easier
It will be easier, I know

It was, it’s gone
It was nice, it’s gone
It was nice, it’s gone
It’s gone, it was, it’s gone
It was nice, it’s gone
It was nice, it’s gone
It’s gone…

I know that words will surely fail me
So it will be easier when you can’t find me
It will be easier, so
I’ll leave here in the morning
I’ll remain in a dream
I know it will be easier
It will be easier
It will be easier, I know"
Kwiat Jabłoni,Chodzmy Nad Wode,"Wróciło lato i noce są jasne
Chcę znowu spotkać cię po raz pierwszy
Chodźmy nad wodę
Na twoich kolanach zasnę
Wymyślę więcej dobrych wierszy
Chodźmy nad wodę

A woda szeroka
Chłodna, głęboka
Śpiewam i szepczę
Jeszcze, jeszcze
Razem możemy więcej
Razem możemy więcej
Razem możemy więcej

Odpowiem na każde twoje pytanie
Zrozumiem cię bez słów
Teraz już mogę
Wstanę pewnie wcześnie nad ranem
Pośród innych niebieskich głów
Chodźmy nad wodę

A woda szeroka
Chłodna, głęboka
Śpiewam i szepczę
Jeszcze, jeszcze
Razem możemy więcej
Razem możemy więcej
Razem możemy więcej

Woda, woda szeroka
Chłodna, głęboka
Śpiewam i szepczę
Jeszcze, jeszcze
Razem możemy–

Woda szeroka
Chłodna, głęboka
Śpiewam i szepczę 
Jeszcze, jeszcze
Razem możemy więcej
Razem możemy więcej
Razem możemy więcej","The summer's back and the nights are brighter
I want to, again,  meet you for the first time
Let's go down by the water
I'll fall asleep on your lap
I'll come up with more of good poems
Let's go down by the water

And the water, wide
Chilly, deep
I'm singing and whispering
More, more
Together we can do more
Together we can do more
Together we can do more

I'll answer all your questions
I'll understand you without words
Now I'm able to
I'll probably wake up early in the morning
Amidst other blue heads
Let's go down by the water

And the water, wide
Chilly, deep
I'm singing and whispering
More, more
Together we can do more
Together we can do more
Together we can do more

The wa- the water, wide
Chilly, deep
I'm singing and whispering
More, more
Together we can-
The water, wide
Cold, deep
I'm singing and whispering
More, more
Together we can do more
Together we can do more
Together we can do more"
Kwiat Jabłoni,Czarny Pyl,"Boję się, boję
Zobaczyłam za dużo 
I wolniej niż inni
Zbieram się z podłogi
W miejscu stoję, stoję
I ruszyć mi trudno
Bo idąc, zbyt często
Patrzę pod moje nogi

I zbieram ślimaki, przenoszę na trawnik
Nade mną chmury informacji
I wiem, że już nigdy nie będzie jak dawniej
Zgubiłam wszystko to, co zwyczajne

W płucach czarny pył
Ile jeszcze będzie można żyć?
Mocno przytul mnie, bo jesteśmy sami
Tacy sami w tę bezchmurną noc
Byle gwiazdy z satelitami

Coraz gorzej widzę, idę po omacku 
Sądząc po cieniach na ścianie
Oczu nawet mnie mrużąc
Przyjmuję każde, każde, każde kolejne zdanie

Więc jak zatrzymać sobie mam
Namiętności żywej stan
Kiedy szare niebo
Wszystkim jest co dobrze znam

W płucach czarny pył
Ile jeszcze będzie można żyć?
Mocno przytul mnie, bo jesteśmy sami
Tacy sami w tę bezchmurną noc
Byle gwiazdy z satelitami

Odkąd pamiętam, czasy niepewne
Lecz te mi się zdają końca początkiem
Głowy brakuje mi jeszcze jednej
Bo choć nie chcę, i tak płynę z prądem

W płucach czarny pył
Ile jeszcze będzie można żyć?
Mocno przytul mnie, bo jesteśmy sami
Tacy sami w tę bezchmurną noc
Byle gwiazdy z satelitami",
Kwiat Jabłoni,Czekam Na Lepszy Dzien,"Czekam na lepszy dzień!

Bo kiedy nie ma Ciebie
Słońce inaczej świeci
Co robić sam już nie wiem

Czekam na lepszy dzień!

Bo kiedy nie ma Ciebie
Świat się przestaje kręcić
Co robić sam już nie wiem

Czekam na lepszy dzień!

Bo kiedy nie ma Ciebie
Słońce inaczej świeci
Co robić sama nie wiem

Czekam na lepszy dzień!

Bo kiedy nie ma Ciebie
Świat się przestaje kręcić
Co robić sama nie wiem

Czekam na lepszy dzień!


Bo kiedy nie ma Ciebie
Słońce inaczej świeci
Co robić sam(a) już nie wiem

Czekam na lepszy dzień!

Bo kiedy nie ma Ciebie
Świat się przestaje kręcić
Co robić sam(a) już nie wiem

Czekam na lepszy dzień!","I'm waiting for a better day!

Because when you're not there
The sun shines differently
I don't know what to do anymore

I'm waiting for a better day!

Because when you're not there
The world stops spinning
I don't know what to do anymore

I'm waiting for a better day!

Because when you're not there
The sun shines differently
I don't know what to do anymore

I'm waiting for a better day!

Because when you're not there
The world stops spinning
I don't know what to do anymore

I'm waiting for a better day!

Because when you're not there
The sun shines differently
I don't know what to do anymore

I'm waiting for a better day!

Because when you're not there
The world stops spinning
I don't know what to do anymore

I'm waiting for a better day!"
Kwiat Jabłoni,Dom,"Znowu zamykam drzwi
Na noc przekręcam czwarty spust
Zasłaniam okna, by
Nikt nie zobaczył drżących ust
Szczelin i pęknięć brak
Pozamykany szczelnie dom
Na zewnątrz wszystko gra
A w środku nie wiadomo, co

Odkąd pamiętam, meble spadają
I trzęsie się dach
Przez domem spokój
Aż słychać najlżejszy wiatr

Nie umiem wyjść, żeby stanąć przy tobie
Mijają dni, znowu nic ci nie powiem
Znów mi się śnisz
I że nie mogę podejść
Czy starczy mi lat, żeby pozbyć się ścian?
Czy starczy mi lat, żeby pozbyć się ścian?

Spędzam kolejny dzień
W tym domu bez pękniętych ścian
Zamknięte okna, drzwi
Dostać się do mnie nie ma jak
Sam nie wiem, jak mam wyjść
Nie tylko szyby są ze szkła
Jak mam się ruszyć, gdy
Nie widzę granic moich ran

Odkąd pamiętam, meble spadają
I trzęsie się dach
Przez domem spokój
Aż słychać najlżejszy wiatr

Nie umiem wyjść, żeby stanąć przy tobie
Mijają dni, znowu nic ci nie powiem
Znów mi się śnisz
I że nie mogę podejść
Czy starczy mi lat, żeby pozbyć się ścian?
Czy starczy mi lat, żeby pozbyć się ścian?

Płomienie trawią od środka dom
Pożar wybucha we mnie co noc
Chcę powiedzieć wszystko, lecz brakuje słów
Za mało lat, za mało lat, za mało...

Nie umiem wyjść, żeby stanąć przy tobie
Mijają dni, znowu nic ci nie powiem
Znów mi się śnisz
I że nie mogę podejść
Czy starczy mi lat, żeby pozbyć się ścian?
Czy starczy mi lat, żeby pozbyć się ścian?

Nie umiem wyjść, żeby stanąć przy tobie
Mijają dni, znowu nic ci nie powiem
Znów mi się śnisz
I że nie mogę podejść
Czy starczy mi lat, żeby pozbyć się ścian?","I close the door again
For the night I turn the fourth lock
I close the curtains, so that
No one sees the trembling lips
There are no gaps nor cracks
The house is tightly shut
Everything is fine outside
And who knows what on the inside

For as long as I can remember, the furniture is falling
And the roof is shaking
Calm in front of the house
You can hear the slightest gust

I can't leave, to stand by you
Days pass, again I won't tell you a thing
You're in my dream again
And that I can't approach
Are theese years enough to get rid of the walls?*
Are theese years enough to get rid of the walls?

I spend another day
In this house with no cracked walls
Closed windows, doors
There's no way to get to me
I don't know how to get out
Not only the windows are made of glass
How do I move on when
I cant't see the limits of my wounds

For as long as I can remember, the furniture is falling
And the roof is shaking
Calm in front of the house
You can hear the slightest gust

I can't leave, to stand by you
Days pass, again I won't tell you a thing
You're in my dream again
And that I can't approach
Are theese years enough to get rid of the walls?
Are theese years enough to get rid of the walls?

The flames are consuming the house from the inside
The fire breaks out inside me every night
I want to say everything, but the words won't suffice
Too few years, too few years, too few...

I can't leave, to stand by you
Days pass, again I won't tell you a thing
You're in my dream again
And that I can't approach
Are theese years enough to get rid of the walls?
Are theese years enough to get rid of the walls?

I can't leave, to stand by you
Days pass, again I won't tell you a thing
You're in my dream again
And that I can't approach
Are theese years enough to get rid of the walls?

----------------------
*alternativly ""Do I have enough time for the walls to tear down?"""
Kwiat Jabłoni,Drogi Proste,"Nikt mnie nie uprzedzał, nie ostrzegał jak będzie
I nikt nie podał przyczyny
Nikt nie powiedział słowa, lecz w ten dzień wystawiono mnie pod drzwi
Tobie niczego nie doradzę, nie znajdę podpowiedzi
Mogę na drogę poklepać Cię w ramię
Popatrz do góry i lecisz

[Ref]
Tylko raz powiedz tak
A zacznie się początek
Sam sobie dajesz znak
Wybierasz drogi proste

Zdawało mi się, że miało być łatwiej
Prościej i szybciej
Zabawniej i ładniej
Miałam wiedzieć którą wybrać stronę
Mówili skoczysz i nie utoniesz
Będziesz wiedział gdzie góra, a gdzie dół
Poczujesz jak równo dzielić na pół
Od razu zrozumiesz, że lepszy
To niekoniecznie i nie zawsze ten silniejszy
I że uciekać przed czymś
Oznacza dać złapać się pierwszym
A wszystko co wiem do dzisiaj
Że na początku i na końcu jest cisza

[Ref]
Tylko raz powiedz tak
A zacznie się początek
Sam sobie dajesz znak
Wybierasz drogi proste (Ej!)

[Instrumental Bridge]
Czasami nie mam tyle siły w sobie
By można jej było dodać Tobie
I bywa, że mam miłości za mało
By jeszcze kogoś kochać się udało

Czasami nie mam tyle siły w sobie
By można jej było dodać Tobie
I bywa, że mam miłości za mało
By jeszcze kogoś kochać się udało

[Ref x2]
Tylko raz powiedz tak
A zacznie się początek
Sam sobie dajesz znak
Wybierasz drogi proste

Tylko raz powiedz tak
A zacznie się początek
Sam sobie dajesz znak
Wybierasz drogi proste

[Outro]
Drogi proste
Drogi proste...","[Title: Easy roads]
Nobody's cautioned nor warned me what'll happen
And no one gave me a reason
Nobody said a word, but that day I was left by the door
I won't give you any advice, I won't find no clues
I can pat you on the shoulder and send you on your way
Look up and take off

[Chorus]
You only have to agree once
To set off the beginning
You're giving cues to yourself
You're choosing easy roads

I thought things were supposed to be simpler
Easier and quicker
More fun and more lovely
I was supposed to know which side to stand on
They said to leap and you won't go under
You won't lose your sense of direction
You'll know how to divide things equally
You'll quickly realize that the better one
Isn't necessarily always the stronger one
And that fleeing from something
Means letting yourself get caught first
And all I've learned up till now is
That the beginning and the end are full of silence

[Chorus]
You only have to agree once
To set off the beginning
You're giving cues to yourself
You're choosing easy roads (Hey!)

[Instrumental Bridge]
I don't always have enough strength left
To share it with you
And sometimes I don't have enough love in me
To be able to love to anybody

I don't always have enough strength left
To share it with you
And sometimes I don't have enough love in me
To be able to love to anybody

[Chorus x2]
You only have to agree once
To set off the beginning
You're giving cues to yourself
You're choosing easy roads

You only have to agree once
To set off the beginning
You're giving cues to yourself
You're choosing easy roads

[Outro]
Easy roads
Easy roads..."
Kwiat Jabłoni,Dzien Dobry,"Dzień dobry, dobrze zobaczyć Ciebie chociaż raz 
Na jakiś czas
Już ósma rano, wiadomo, że nie zdążysz, więc 
Nie trzeba biec
Popatrz dookoła, nikt tu nie wie, po co żyć
I o czym śnić
Za sobą zostaw górę trosk
i wyrusz, zanim zgubisz trop
Powiedz jak to jest...

Że nie słyszysz mnie
I nic nie mówisz
a każdy dobrze wie
Że nie śpisz, gdy zapada zmrok 
I nie wiesz, kiedy zrobić krok
Powiedz, jak to jest...

Wracasz nad ranem, blady świt odbija się
Od szyb i mgieł
Gonitwa myśli nie opuści Cię i ja to wiem
I znam ten bieg
W pośpiechu gubisz własny cień
Kolejny rok, kolejny dzień
I nie wiem jak to jest...

Że nie słyszysz mnie
I nic nie mówisz, a każdy dobrze wie
Że nie śpisz, gdy zapada zmrok 
I nie wiesz, kiedy zrobić krok
Powiedz, jak to jest...

Powiedz, jak to jest...
Że nie słyszysz mnie
I nic nie mówisz, a każdy dobrze wie
Że nie śpisz, gdy zapada zmrok 
I nie wiesz, kiedy zrobić krok
Powiedz, jak to jest...

Że nie słyszysz mnie
I nic nie mówisz, a każdy dobrze wie
Że nie śpisz, gdy zapada zmrok 
I nie wiesz, kiedy zrobić krok
Powiedz, jak to jest...","Good morning, it's good to see you at least once
In a while
It's already 8 am, obviously you won't make it on time so
You don't have to run
Look around, nobody here knows what to live for
And what to dream of
Leave your pile of worries behind and set out before you lose the trail
Tell me how is it...

That you don't hear me
And you're not speaking, yet everybody knows it well
That you're not sleeping, when the night falls
And you don't know when to make a move
Tell me how is it...

You're getting back in the morning, pale dawn is reflected
In the windows and fogs
Racing thoughts won't leave you be and I know that
And I know this rush
In a hurry, you leave your own shadow behind
Another year, another day
And I don't know how is it...

That you don't hear me
And you're not speaking, yet everybody knows it well
That you're not sleeping, when the night falls
And you don't know when to make a move
Tell me how is it...

Tell me how is it...
That you don't hear me
And you're not speaking, yet everybody knows it well
That you're not sleeping, when the night falls
And you don't know when to make a move
Tell me how is it...

That you don't hear me
And you're not speaking, yet everybody knows it well
That you're not sleeping, when the night falls
And you don't know when to make a move
Tell me how is it..."
Kwiat Jabłoni,Dzis Pozno Pojde Spac,"Dziś późno pójdę spać
Gdy wszyscy będą w łóżkach 
Otwarte oczy mam 
A głowa pełna i pusta 
I nie wiem, o czym myśleć mam 
Żeby mi się przyśnił taki świat 
W którym się nie boję spać 
W którym się nie boję spać 

Już na mnie idzie tłum 
I depcze wszystko po drodze 
Nie mogę uciec mu 
On też przed sobą nie może 
Gwiazd już nie widać, no bo jak? 
Kiedy łuna z ziemi bije tak 
Jak gdyby chciała zalać świat 
Jak gdyby chciała zalać świat 

Ref.:  (x2)
Choć nie chcę budzić się 
Nie umiem spać 
Świat dziwny jest jak sen 
A sen jak świat

Nie mogę ruszyć w przód 
Nogi sklejone taśmami 
Zaczynam spadać w dół 
Spadam do góry nogami 
Myślę sobie - zaraz obudzę się 
Lecz im bardziej spadam,
tym bardziej widzę, że 
To wszystko chyba nie jest sen 
To wszystko chyba nie jest sen 

Ref.: (x4) 
Choć nie chcę budzić się 
Nie umiem spać 
Świat dziwny jest jak sen 
A sen jak świat","I'm gonna fall asleep late tonight
When everbody's in their beds
My eyes are open wide
And my head is full and empty
And I don't know what to think about
To dream of a world
In which I'm not afraid to sleep
In which I'm not afraid to sleep

The crowd is heading my way
And tramples everything in their way
I can't get away from it
Nor can it get away from itself
Stars cannot be seen anymore, because how?
When Earth's glow is so radiant
As if it wanted to flood the world
As if it wanted to flood the world

(Chorus) x2
While I don't want to wake up
I'm not able to sleep
The world is as weird as a dream
And the dream as the world

I can't move ahead
The legs are bound with tape
I start to fall down
I fall upside down
I think - I'll soon wake up
But the more i fall, the more I realize that
Probably none of it is a dream
Probably none of it is a dream

(Chorus) x4
While I don't want to wake up
I'm not able to sleep
The world is as weird as a dream
And the dream as the world"
Kwiat Jabłoni,Glosniej  Feat  Igor Herbut,"Zbyt wiele ludzkich głów
Nie ma gdzie schować się
Za dużo krwi wsiąka w bruk
Powinna w żyłach biec

Zbyt ciepłe wody rzek
Żeby się dało żyć
Zbyt wiele w morzach wód
Żeby nie topić wysp
Zbyt czyste mamy ręce
Siedząc na samej górze
Za mało myśli w nas
Żeby nie patrzeć z góry

Chcę wyrzucić z siebie
To, co trzymam już od lat
Niech zapory pękną
Od uderzenia fal
Mam już dosyć stania
I opadania rąk
Znów próbuję krzyczeć
Lecz w gardle staje głos

Masz tyle niepewności
Gdy jesteś całkiem sam
Zbyt wiele możliwości
By cieszyć się z tego, co masz

Masz tak małe dłonie
Że nie naprawisz zmian
Lecz tak ogromne usta
Że możesz pożreć świat

Tysiące dobrych chęci
I morze złotych rad
Choć siedzą w mojej głowie
Sam nie posklejam nas

Chcę wyrzucić z siebie
To, co trzymam już od lat
Niech zapory pękną
Od uderzenia fal
Mam już dosyć stania
I opadania rąk
Znów próbuję krzyczeć
Lecz w gardle staje głos

Chcę wyrzucić z siebie
To, co trzymam już od lat
Niech zapory pękną
Od uderzenia fal
Mam już dosyć stania
I opadania rąk
Znów próbuję krzyczeć

Kolejny raz się czuję
Jak w tym najgorszym śnie
Że się nie mogę ruszyć
Chociaż tak bardzo chcę
Razem z setkami ludzi
Rzucam o ścianę groch
I będę rzucał mocniej
Nie chcę uciekać stąd

Chcę wyrzucić z siebie
To, co trzymam już od lat
Niech zapory pękną
Od uderzenia fal
Mam już dosyć stania
I opadania rąk
Znów próbuję krzyczeć
Lecz w gardle staje głos

Chcę wyrzucić z siebie
To, co trzymam już od lat
Niech zapory pękną
Od uderzenia fal
Mam już dosyć stania
I opadania rąk
Znów próbuję krzyczeć
Lecz w gardle staje głos",
Kwiat Jabłoni,Hustawki,"A czy przyroda, kolebka
Myślała kiedyś dokładnie
Na co jej wielkie mamuty?
Ani wygląda to ładnie
I ani z nich skóra na buty

Nie ma co pytać, koledzy
Robiła i tak jej wyszło
Nikt nie wymyślał specjalnie
Tego w czym żyć nam przyszło
Uprzedzam o tym lojalnie

Jeden jest rytm
Jeden rytm
Jeden jest wydech i wdech
Nasyć się równym oddechem
Nasyć się dzisiaj za trzech, bo

Raz tylko dany Ci czas
I ani on Twój ani czyj
Z czasem się wszystko ustoi
Więc żyj na huśtawce, żyj

Nie skacz tak zaraz na szyny
Jeszcze nie o tę grasz stawkę
W wesołym miasteczku dziewczyny
Chcą z Tobą iść na huśtawkę
Lepiej Ci będzie z nimi

Pachnie tak mocno siano
Kwiaty się gną od motyli
Jeździ słonko po niebie
Światło ucieka ślad myli
Miasteczko czeka na Ciebie

Jeden jest rytm
Jeden rytm
Jeden jest wydech i wdech
Nasyć się równym oddechem
Nasyć się dzisiaj za trzech, bo

Raz tylko dany Ci czas
I ani on Twój ani czyj
Z czasem się wszystko ustoi
Więc żyj na huśtawce, żyj

Jeden jest rytm
Jeden rytm
Jeden jest wydech i wdech
Nasyć się równym oddechem
Nasyć się dzisiaj za trzech, bo

Raz tylko dany Ci czas
I ani on Twój ani czyj
Z czasem się wszystko ustoi
Więc żyj na huśtawce, żyj

I jeden jest rytm
Jeden rytm
Jeden jest węgiel i tlen
Zwykłą losu koleją
Praca, posiłek i sen

I jeden przypada na dzień
Świt jeden i jeden zmrok
Pierwsi się łudzą nadzieją
A drudzy równają krok","And has the nature, the cradle
Ever precisely wondered
What are the giant mammoths for
Neither are they pretty
Nor can they be used as boot leather

There's no reason to ask, friends
She was creating and it just happened
Nobody specifically concocted
This place we happen to live in
I'm just loyally warning about it

There's a single rhythm
Single rhythm
There's a single breath in and out
Fill up on a steady breath
Fill up, today, for three 'cause

Only once are you given time
And it's not yours or anybody else's
With time everything will grow still
So live on a swing, live

Don't jump on the tracks that quickly
Those aren't the stakes you're playing with
The girls from the amusement park
Want to go to the swings with you
You're better off with them

The hay smells so intensely
The flowers bend due to the butterflies
The sun's flying through the sky
The light's escaping, losing the trace
The (amusement) park's waiting for you

There's a single rhythm
Single rhythm
There's a single breath in and out
Fill up on a steady breath
Fill up, today, for three 'cause

Only once are you given time
And it's not yours or anybody else's
With time everything will grow still
So live on a swing, live

There's a single rhythm
Single rhythm
There's a single breath in and out
Fill up on a steady breath
Fill up, today, for three 'cause

Only once are you given time
And it's not yours or anybody else's
With time everything will grow still
So live on a swing, live

And there's a single rhythm
Single rhythm
There's a single carbon and oxygen
The normal order of fate
Work, meal and sleep

And each day there happen to be one
A single dawn and a single dusk
The first are deluded by hope
The rest follows along"
Kwiat Jabłoni,Idzie Zima Ft Bum Bum Orkestar,"Ktoś pogasił wszystkie światła
Świat się ugiął od zamieci
I pomimo wielkich chęci
Nie mam dobrych wieści

Chciałoby się uciec
Nie przed wszystkim się da
Idzie zima

Wiem, że nigdy nie jest łatwa
Niesie ciemny dzień przy sobie
Nieruchome myśli w głowie
Żywe są o Tobie

Byle śpiewać było o czym
Serce było wciąż gorące
Znowu krótsze będą noce
Zobaczymy słońce

Chciałoby się uciec
Nie przed wszystkim się da
Chciałoby się uciec
Nie przed wszystkim się da
Idzie zima
Idzie zima

Nie ma takiej nadziei
Która jeszcze coś zmieni
Idzie zima

Chciałoby się uciec
Nie przed wszystkim się da
Chciałoby się uciec
Ale nie przed wszystkim się da
Idzie zima
Idzie zima","Someone turned off all the lights
The world has bent under the blizzard
And despite great ambitions
I don't have good news

How nice it'd be to escape
It's not possible to leave everything behind
The winter is coming

I know it's never easy
Carrying a dark day along
Still thoughts in the head
The lively ones are about you

If only there's something to sing about
The heart remained passionate
The nights will grow shorter yet
We will see the sun (again)

How nice it'd be to escape
It's not possible to leave everything behind
How nice it'd be to escape
It's not possible to leave everything behind
The winter is coming
The winter is coming

There's no such hope
That'll change anything
The winter is coming

How nice it'd be to escape
It's not possible to leave everything behind
How nice it'd be to escape
But it's not possible to leave everything behind
The winter is coming
The winter is coming"
Kwiat Jabłoni,Jutro Mozemy Byc Szczesliwi  Feat  Kasia Lins,"[Zwrotka 1: Kasia Lins]
Nadzieja to plan
On ziści się nam
Przydarzy się na pewno się zdarzy
Więc uwierz za dwóch
Ty i twój duch
Z nadzieją wam będzie do twarzy
Więc uwierz za dwóch, ty i twój duch
Z nadzieją jest bardziej do twarzy

[Refren: Kwiat Jabłoni i Kasia Lins]
Jutro możemy być szczęśliwi
Jutro możemy tacy być
Jutro by mogło być w tej chwili
Gdyby w ogóle mogło być

[Zwrotka 2: Kasia Lins]
Oto jest czas
On zmienić ma nas
To czas, który ma nas zmienić
Nim zgadniesz jak
Przeoczysz znak
Ten znak, co jest źródłem nadziei
Nim zgadniesz jak, przeoczysz znak
Ten znak, co jest źródłem nadziei

[Refren: Kwiat Jabłoni i Kasia Lins]
Jutro możemy być szczęśliwi
Jutro możemy tacy być
Jutro by mogło być w tej chwili
Gdyby w ogóle mogło być

[Przerwa Instrumentalna]

[Zwrotka 3: Kasia Lins]
Niech wiara się tli
Dodając ci sił
By na nic nie było za późno
Lecz traci swój sens
Gdy głupi masz cel
I góry przenosisz na próżno
Lecz traci swój sens, gdy głupi masz cel
I góry przenosisz na próżno

[Refren: Kwiat Jabłoni i Kasia Lins]
Jutro możеmy być szczęśliwi
Jutro możemy tacy być
Jutro by mogło być w tej chwili
Gdyby w ogóle mogło być
Jutro możеmy być szczęśliwi
Jutro możemy tacy być
Jutro by mogło być w tej chwili
Gdyby w ogóle mogło być","1.
Hope is a plan
It will come true
It will come, it will happen for sure
So have faith for two
You and your spirit
Hope will look good on you
So have faith for two
You and your spirit
Hope looks better on you

Chorus
We might be happy tomorrow
We might be that tomorrow
Tomorrow could happen this moment
If it only could be there at all

2.
Here is the time
It's supposed to change us
This time is supposed to change us
Before you can guess how
You will miss the sign
The sign that's the source of hope
Before you can guess how, you will miss the sign
The sign that's the source of hope

Chorus
We might be happy tomorrow
We might be that tomorrow
Tomorrow could happen this moment
If it only could be there at all

[Instrumental]

3.
May the faith keep glowing
Giving you strength
So it's not too late for anything
Yet it loses its meaning
When your goal is foolish
and you move the mountains in vain
Yet it loses its meaning
When your goal is foolish
and you move the mountains in vain

Chorus
We might be happy tomorrow
We might be that tomorrow
Tomorrow could happen this moment
If it only could be there at all
We might be happy tomorrow
We might be that tomorrow
Tomorrow could happen this moment
If it only could be there at all"
Kwiat Jabłoni,Klus Mitroh  Feat  Igo,"Mamy dzień, mamy każdą noc
Mamy swoje sny i swoje drogi
Tak jak Ty rozglądamy się
Chcemy znać ostatnią wersję prawdy
Goni nas lukratywny wieprz
I wszystkim życzymy źle nam z oczu patrzy

Chować się, bo nadbiega tłum
Chyba, że ktoś chce się z tego pośmiać
Wiele rąk i zbyt mało głów
O faszyzmie łatwo nic nie mówić
Wiele rąk i zbyt mało głów
I nigdy nie mów mi bzdur że to dla mnie

O tylko nie to, o tylko nie to
O tylko nie to
Nie nie nie nie nie nie nie nie

Kiedy już walniesz głową w dno
Wszyscy chcą, by w końcu to się stało
Kiedy już sparszywieją dni
A Tobie krwią za długi przyjdzie płacić
Kiedy już będzie pełno krwi
Wtedy nie krzycz mi bzdur że to dla mnie

O tylko nie to, o tylko nie to
O tylko nie to
Nie nie nie nie nie nie nie nie","We got the day, we got every night
We've got our dreams and our ways
Just like you we look around
We want to know the ultimate version of truth
We are chased around by the lucrative hog
And we wish everyone ill, our eyes are mean

Run for cover for the crowd comes running
Unless someone'd like to have a laugh
There's a lot of hands and too few heads
Fascism is easy not to talk about
There's a lot of hands and too few heads
And don't you ever tell me that crap about it being done for me

Oh, not this again, oh, not this again
Oh, not this again
No no no no no no no no

Once your head hits the bottom
Everybody wishes it already happened
Once the days go miserable
And you have to pay your debts with your blood
Once blood is all over the place
Don't you come and blare out that crap about it being done for me

Oh, not this again, oh, not this again
Oh, not this again
No no no no no no no no"
